appendix,platform,source_name,source_version,target_name,target_version,target_scope,vuln,alias,path_length,cvss_version,cvss_base_score,cvss_base_severity
B,maven,commons-io:commons-io,2.4,commons-io:commons-io,2.4,,GHSA-gwrp-pvrq-jmwv,CVE-2021-29425,0,3.1,4.8,medium
B,maven,commons-io:commons-io,2.4,junit:junit,4.10,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,commons-io:commons-io,2.3,commons-io:commons-io,2.3,,GHSA-gwrp-pvrq-jmwv,CVE-2021-29425,0,3.1,4.8,medium
B,maven,commons-io:commons-io,2.3,junit:junit,4.10,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,commons-io:commons-io,2.2,commons-io:commons-io,2.2,,GHSA-gwrp-pvrq-jmwv,CVE-2021-29425,0,3.1,4.8,medium
B,maven,commons-io:commons-io,2.2,junit:junit,4.10,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,junit:junit,4.13,junit:junit,4.13,,GHSA-269g-pwp5-87pp,CVE-2020-15250,0,3.1,5.5,medium
B,maven,junit:junit,4.12,junit:junit,4.12,,GHSA-269g-pwp5-87pp,CVE-2020-15250,0,3.1,5.5,medium
B,maven,junit:junit,4.11,junit:junit,4.11,,GHSA-269g-pwp5-87pp,CVE-2020-15250,0,3.1,5.5,medium
B,maven,junit:junit,4.10,junit:junit,4.10,,GHSA-269g-pwp5-87pp,CVE-2020-15250,0,3.1,5.5,medium
B,maven,junit:junit,4.9,junit:junit,4.9,,GHSA-269g-pwp5-87pp,CVE-2020-15250,0,3.1,5.5,medium
B,maven,junit:junit,4.8.2,junit:junit,4.8.2,,GHSA-269g-pwp5-87pp,CVE-2020-15250,0,3.1,5.5,medium
B,maven,junit:junit,4.8,junit:junit,4.8,,GHSA-269g-pwp5-87pp,CVE-2020-15250,0,3.1,5.5,medium
B,maven,junit:junit,4.8.1,junit:junit,4.8.1,,GHSA-269g-pwp5-87pp,CVE-2020-15250,0,3.1,5.5,medium
B,maven,org.apache.commons:commons-lang3,3.8.1,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.apache.commons:commons-lang3,3.8,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.apache.commons:commons-lang3,3.7,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.apache.commons:commons-lang3,3.6,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.apache.commons:commons-lang3,3.5,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.apache.commons:commons-lang3,3.5,commons-io:commons-io,2.5,test,GHSA-gwrp-pvrq-jmwv,CVE-2021-29425,1,3.1,4.8,medium
B,maven,org.apache.commons:commons-lang3,3.4,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.apache.commons:commons-lang3,3.4,commons-io:commons-io,2.4,test,GHSA-gwrp-pvrq-jmwv,CVE-2021-29425,1,3.1,4.8,medium
B,maven,commons-codec:commons-codec,1.15,junit:junit,4.13,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,commons-codec:commons-codec,1.14,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,commons-codec:commons-codec,1.13,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,commons-codec:commons-codec,1.12,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,commons-codec:commons-codec,1.11,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,commons-codec:commons-codec,1.10,junit:junit,4.11,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,commons-codec:commons-codec,1.9,junit:junit,4.11,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,commons-codec:commons-codec,1.8,junit:junit,4.11,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,commons-codec:commons-codec,1.7,junit:junit,4.10,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,commons-codec:commons-codec,1.6,junit:junit,4.10,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.kie.modules:org-apache-poi,6.5.0.Final,org.apache.poi:poi,3.13,compile,GHSA-523c-xh4g-mh5m,CVE-2017-12626,1,3.0,7.5,high
B,maven,org.kie.modules:org-apache-poi,6.5.0.Final,org.apache.poi:poi,3.13,compile,GHSA-78vv-qj73-h9m5,CVE-2017-5644,1,3.0,5.5,medium
B,maven,org.kie.modules:org-apache-poi,6.5.0.Final,org.apache.poi:poi,3.13,compile,GHSA-9jwc-q6j3-8g9g,CVE-2019-12415,1,3.1,5.5,medium
B,maven,org.kie.modules:org-apache-poi,6.5.0.Final,org.apache.poi:poi,3.13,compile,GHSA-pmqq-7wfv-jfff,CVE-2016-5000,1,3.0,5.5,medium
B,maven,org.kie.modules:org-apache-poi,6.5.0.Final,org.apache.xmlbeans:xmlbeans,2.3.0,compile,GHSA-mw3r-pfmg-xp92,CVE-2021-23926,2,3.1,9.1,critical
B,maven,org.kie.modules:org-apache-poi,6.5.0.Final,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.kie.modules:org-apache-poi,6.4.0.Final,org.apache.poi:poi,3.13,compile,GHSA-523c-xh4g-mh5m,CVE-2017-12626,1,3.0,7.5,high
B,maven,org.kie.modules:org-apache-poi,6.4.0.Final,org.apache.poi:poi,3.13,compile,GHSA-78vv-qj73-h9m5,CVE-2017-5644,1,3.0,5.5,medium
B,maven,org.kie.modules:org-apache-poi,6.4.0.Final,org.apache.poi:poi,3.13,compile,GHSA-9jwc-q6j3-8g9g,CVE-2019-12415,1,3.1,5.5,medium
B,maven,org.kie.modules:org-apache-poi,6.4.0.Final,org.apache.poi:poi,3.13,compile,GHSA-pmqq-7wfv-jfff,CVE-2016-5000,1,3.0,5.5,medium
B,maven,org.kie.modules:org-apache-poi,6.4.0.Final,org.apache.xmlbeans:xmlbeans,2.3.0,compile,GHSA-mw3r-pfmg-xp92,CVE-2021-23926,2,3.1,9.1,critical
B,maven,org.kie.modules:org-apache-poi,6.4.0.Final,junit:junit,4.11,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.kie.modules:org-apache-poi,6.3.0.Final,dom4j:dom4j,1.6.1,compile,GHSA-6pcc-3rfx-4gpm,CVE-2018-1000632,2,3.1,7.5,high
B,maven,org.kie.modules:org-apache-poi,6.3.0.Final,dom4j:dom4j,1.6.1,compile,GHSA-hwj3-m3p6-hj38,CVE-2020-10683,2,3.1,9.8,critical
B,maven,org.kie.modules:org-apache-poi,6.3.0.Final,org.apache.poi:poi,3.10.1,compile,GHSA-523c-xh4g-mh5m,CVE-2017-12626,1,3.0,7.5,high
B,maven,org.kie.modules:org-apache-poi,6.3.0.Final,org.apache.poi:poi,3.10.1,compile,GHSA-78vv-qj73-h9m5,CVE-2017-5644,1,3.0,5.5,medium
B,maven,org.kie.modules:org-apache-poi,6.3.0.Final,org.apache.poi:poi,3.10.1,compile,GHSA-9jwc-q6j3-8g9g,CVE-2019-12415,1,3.1,5.5,medium
B,maven,org.kie.modules:org-apache-poi,6.3.0.Final,org.apache.poi:poi,3.10.1,compile,GHSA-pmqq-7wfv-jfff,CVE-2016-5000,1,3.0,5.5,medium
B,maven,org.kie.modules:org-apache-poi,6.3.0.Final,org.apache.poi:poi,3.10.1,compile,GHSA-x9mm-6gpf-f749,CVE-2014-9527,1,2.0,5.0,medium
B,maven,org.kie.modules:org-apache-poi,6.3.0.Final,org.apache.xmlbeans:xmlbeans,2.3.0,compile,GHSA-mw3r-pfmg-xp92,CVE-2021-23926,2,3.1,9.1,critical
B,maven,org.kie.modules:org-apache-poi,6.3.0.Final,junit:junit,4.11,compile,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.kie.modules:org-apache-poi,6.2.0.Final,dom4j:dom4j,1.6.1,compile,GHSA-6pcc-3rfx-4gpm,CVE-2018-1000632,2,3.1,7.5,high
B,maven,org.kie.modules:org-apache-poi,6.2.0.Final,dom4j:dom4j,1.6.1,compile,GHSA-hwj3-m3p6-hj38,CVE-2020-10683,2,3.1,9.8,critical
B,maven,org.kie.modules:org-apache-poi,6.2.0.Final,org.apache.poi:poi,3.10.1,compile,GHSA-523c-xh4g-mh5m,CVE-2017-12626,1,3.0,7.5,high
B,maven,org.kie.modules:org-apache-poi,6.2.0.Final,org.apache.poi:poi,3.10.1,compile,GHSA-78vv-qj73-h9m5,CVE-2017-5644,1,3.0,5.5,medium
B,maven,org.kie.modules:org-apache-poi,6.2.0.Final,org.apache.poi:poi,3.10.1,compile,GHSA-9jwc-q6j3-8g9g,CVE-2019-12415,1,3.1,5.5,medium
B,maven,org.kie.modules:org-apache-poi,6.2.0.Final,org.apache.poi:poi,3.10.1,compile,GHSA-pmqq-7wfv-jfff,CVE-2016-5000,1,3.0,5.5,medium
B,maven,org.kie.modules:org-apache-poi,6.2.0.Final,org.apache.poi:poi,3.10.1,compile,GHSA-x9mm-6gpf-f749,CVE-2014-9527,1,2.0,5.0,medium
B,maven,org.kie.modules:org-apache-poi,6.2.0.Final,org.apache.xmlbeans:xmlbeans,2.3.0,compile,GHSA-mw3r-pfmg-xp92,CVE-2021-23926,2,3.1,9.1,critical
B,maven,org.kie.modules:org-apache-poi,6.2.0.Final,junit:junit,4.11,compile,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.apache.httpcomponents:httpcore,4.4.15,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.apache.httpcomponents:httpcore,4.4.14,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.apache.httpcomponents:httpcore,4.4.13,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.apache.httpcomponents:httpcore,4.4.12,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.apache.httpcomponents:httpcore,4.4.11,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.apache.httpcomponents:httpcore,4.4.10,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.apache.httpcomponents:httpcore,4.4.9,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.apache.httpcomponents:httpcore,4.4.8,junit:junit,4.11,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.apache.httpcomponents:httpcore,4.4.7,junit:junit,4.11,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,org.apache.httpcomponents:httpcore,4.4.6,junit:junit,4.11,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,com.google.code.gson:gson,2.8.8,com.google.code.gson:gson,2.8.8,,GHSA-4jrv-ppp4-jm57,CVE-2022-25647,0,3.1,7.5,high
B,maven,com.google.code.gson:gson,2.8.8,org.apache.ant:ant,1.10.9,test,GHSA-5v34-g2px-j4fw,CVE-2021-36374,2,3.1,5.5,medium
B,maven,com.google.code.gson:gson,2.8.8,org.apache.ant:ant,1.10.9,test,GHSA-q5r4-cfpx-h6fh,CVE-2021-36373,2,3.1,5.5,medium
B,maven,com.google.code.gson:gson,2.8.8,org.codehaus.plexus:plexus-archiver,1.0-alpha-11,test,GHSA-hcxq-x77q-3469,CVE-2018-1002200,3,3.0,5.5,medium
B,maven,com.google.code.gson:gson,2.8.8,org.codehaus.plexus:plexus-utils,1.4.9,test,GHSA-8vhq-qq4p-grq3,CVE-2017-1000487,3,3.1,9.8,critical
B,maven,com.google.code.gson:gson,2.8.8,com.google.guava:guava,10.0.1,test,GHSA-5mg8-w23w-74h3,CVE-2020-8908,4,3.1,3.3,low
B,maven,com.google.code.gson:gson,2.8.7,com.google.code.gson:gson,2.8.7,,GHSA-4jrv-ppp4-jm57,CVE-2022-25647,0,3.1,7.5,high
B,maven,com.google.code.gson:gson,2.8.6,com.google.code.gson:gson,2.8.6,,GHSA-4jrv-ppp4-jm57,CVE-2022-25647,0,3.1,7.5,high
B,maven,com.google.code.gson:gson,2.8.6,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,com.google.code.gson:gson,2.8.5,com.google.code.gson:gson,2.8.5,,GHSA-4jrv-ppp4-jm57,CVE-2022-25647,0,3.1,7.5,high
B,maven,com.google.code.gson:gson,2.8.5,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,com.google.code.gson:gson,2.8.4,com.google.code.gson:gson,2.8.4,,GHSA-4jrv-ppp4-jm57,CVE-2022-25647,0,3.1,7.5,high
B,maven,com.google.code.gson:gson,2.8.4,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,com.google.code.gson:gson,2.8.3,com.google.code.gson:gson,2.8.3,,GHSA-4jrv-ppp4-jm57,CVE-2022-25647,0,3.1,7.5,high
B,maven,com.google.code.gson:gson,2.8.3,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,com.google.code.gson:gson,2.8.2,com.google.code.gson:gson,2.8.2,,GHSA-4jrv-ppp4-jm57,CVE-2022-25647,0,3.1,7.5,high
B,maven,com.google.code.gson:gson,2.8.2,junit:junit,4.12,test,GHSA-269g-pwp5-87pp,CVE-2020-15250,1,3.1,5.5,medium
B,maven,commons-logging:commons-logging,1.2,log4j:log4j,1.2.17,compile,GHSA-2qrg-x229-3v8q,CVE-2019-17571,1,3.1,9.8,critical
B,maven,commons-logging:commons-logging,1.2,log4j:log4j,1.2.17,compile,GHSA-65fg-84f6-3jq3,CVE-2022-23305,1,3.1,9.8,critical
B,maven,commons-logging:commons-logging,1.2,log4j:log4j,1.2.17,compile,GHSA-fp5r-v3w9-4333,CVE-2021-4104,1,3.1,7.5,high
B,maven,commons-logging:commons-logging,1.2,log4j:log4j,1.2.17,compile,GHSA-w9p3-5cr8-m3jj,CVE-2022-23302,1,3.1,8.8,high
B,maven,commons-logging:commons-logging,1.1.3,log4j:log4j,1.2.17,compile,GHSA-2qrg-x229-3v8q,CVE-2019-17571,1,3.1,9.8,critical
B,maven,commons-logging:commons-logging,1.1.3,log4j:log4j,1.2.17,compile,GHSA-65fg-84f6-3jq3,CVE-2022-23305,1,3.1,9.8,critical
B,maven,commons-logging:commons-logging,1.1.3,log4j:log4j,1.2.17,compile,GHSA-fp5r-v3w9-4333,CVE-2021-4104,1,3.1,7.5,high
B,maven,commons-logging:commons-logging,1.1.3,log4j:log4j,1.2.17,compile,GHSA-w9p3-5cr8-m3jj,CVE-2022-23302,1,3.1,8.8,high
B,maven,commons-logging:commons-logging,1.1.2,log4j:log4j,1.2.17,compile,GHSA-2qrg-x229-3v8q,CVE-2019-17571,1,3.1,9.8,critical
B,maven,commons-logging:commons-logging,1.1.2,log4j:log4j,1.2.17,compile,GHSA-65fg-84f6-3jq3,CVE-2022-23305,1,3.1,9.8,critical
B,maven,commons-logging:commons-logging,1.1.2,log4j:log4j,1.2.17,compile,GHSA-fp5r-v3w9-4333,CVE-2021-4104,1,3.1,7.5,high
B,maven,commons-logging:commons-logging,1.1.2,log4j:log4j,1.2.17,compile,GHSA-w9p3-5cr8-m3jj,CVE-2022-23302,1,3.1,8.8,high
B,maven,commons-logging:commons-logging,1.1.1,log4j:log4j,1.2.12,compile,GHSA-2qrg-x229-3v8q,CVE-2019-17571,1,3.1,9.8,critical
B,maven,commons-logging:commons-logging,1.1.1,log4j:log4j,1.2.12,compile,GHSA-65fg-84f6-3jq3,CVE-2022-23305,1,3.1,9.8,critical
B,maven,commons-logging:commons-logging,1.1.1,log4j:log4j,1.2.12,compile,GHSA-fp5r-v3w9-4333,CVE-2021-4104,1,3.1,7.5,high
B,maven,commons-logging:commons-logging,1.1.1,log4j:log4j,1.2.12,compile,GHSA-w9p3-5cr8-m3jj,CVE-2022-23302,1,3.1,8.8,high
B,maven,commons-logging:commons-logging,1.0.2,log4j:log4j,1.1.3,compile,GHSA-65fg-84f6-3jq3,CVE-2022-23305,1,3.1,9.8,critical
B,maven,commons-logging:commons-logging,1.0.2,log4j:log4j,1.1.3,compile,GHSA-w9p3-5cr8-m3jj,CVE-2022-23302,1,3.1,8.8,high
B,maven,commons-logging:commons-logging,1.0.1,log4j:log4j,1.1.3,compile,GHSA-65fg-84f6-3jq3,CVE-2022-23305,1,3.1,9.8,critical
B,maven,commons-logging:commons-logging,1.0.1,log4j:log4j,1.1.3,compile,GHSA-w9p3-5cr8-m3jj,CVE-2022-23302,1,3.1,8.8,high
B,maven,commons-logging:commons-logging,1.0.3,log4j:log4j,1.2.6,compile,GHSA-2qrg-x229-3v8q,CVE-2019-17571,1,3.1,9.8,critical
B,maven,commons-logging:commons-logging,1.0.3,log4j:log4j,1.2.6,compile,GHSA-65fg-84f6-3jq3,CVE-2022-23305,1,3.1,9.8,critical
B,maven,commons-logging:commons-logging,1.0.3,log4j:log4j,1.2.6,compile,GHSA-fp5r-v3w9-4333,CVE-2021-4104,1,3.1,7.5,high
B,maven,commons-logging:commons-logging,1.0.3,log4j:log4j,1.2.6,compile,GHSA-w9p3-5cr8-m3jj,CVE-2022-23302,1,3.1,8.8,high
B,maven,commons-logging:commons-logging,1.0.4,log4j:log4j,1.2.6,compile,GHSA-2qrg-x229-3v8q,CVE-2019-17571,1,3.1,9.8,critical
B,maven,commons-logging:commons-logging,1.0.4,log4j:log4j,1.2.6,compile,GHSA-65fg-84f6-3jq3,CVE-2022-23305,1,3.1,9.8,critical
B,maven,commons-logging:commons-logging,1.0.4,log4j:log4j,1.2.6,compile,GHSA-fp5r-v3w9-4333,CVE-2021-4104,1,3.1,7.5,high
B,maven,commons-logging:commons-logging,1.0.4,log4j:log4j,1.2.6,compile,GHSA-w9p3-5cr8-m3jj,CVE-2022-23302,1,3.1,8.8,high
B,maven,com.amazonaws:aws-java-sdk,1.12.327,com.fasterxml.jackson.core:jackson-databind,2.12.7.1,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2,3.1,7.5,high
B,maven,com.amazonaws:aws-java-sdk,1.12.326,com.fasterxml.jackson.core:jackson-databind,2.12.7.1,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2,3.1,7.5,high
B,maven,com.amazonaws:aws-java-sdk,1.12.325,com.fasterxml.jackson.core:jackson-databind,2.12.7.1,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2,3.1,7.5,high
B,maven,com.amazonaws:aws-java-sdk,1.12.324,com.fasterxml.jackson.core:jackson-databind,2.12.7.1,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2,3.1,7.5,high
B,maven,com.amazonaws:aws-java-sdk,1.12.323,com.fasterxml.jackson.core:jackson-databind,2.12.7.1,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2,3.1,7.5,high
B,maven,com.amazonaws:aws-java-sdk,1.12.322,com.fasterxml.jackson.core:jackson-databind,2.12.7.1,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2,3.1,7.5,high
B,maven,com.amazonaws:aws-java-sdk,1.12.321,com.fasterxml.jackson.core:jackson-databind,2.12.6.1,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2,3.1,7.5,high
B,maven,com.amazonaws:aws-java-sdk,1.12.321,com.fasterxml.jackson.core:jackson-databind,2.12.6.1,compile,GHSA-rgv9-q543-rqg4,CVE-2022-42004,2,3.1,7.5,high
B,maven,com.amazonaws:aws-java-sdk,1.12.320,com.fasterxml.jackson.core:jackson-databind,2.12.6.1,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2,3.1,7.5,high
B,maven,com.amazonaws:aws-java-sdk,1.12.320,com.fasterxml.jackson.core:jackson-databind,2.12.6.1,compile,GHSA-rgv9-q543-rqg4,CVE-2022-42004,2,3.1,7.5,high
B,maven,com.amazonaws:aws-java-sdk,1.12.319,com.fasterxml.jackson.core:jackson-databind,2.12.6.1,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2,3.1,7.5,high
B,maven,com.amazonaws:aws-java-sdk,1.12.319,com.fasterxml.jackson.core:jackson-databind,2.12.6.1,compile,GHSA-rgv9-q543-rqg4,CVE-2022-42004,2,3.1,7.5,high
B,maven,com.amazonaws:aws-java-sdk,1.12.318,com.fasterxml.jackson.core:jackson-databind,2.12.6.1,compile,GHSA-jjjh-jjxp-wpff,CVE-2022-42003,2,3.1,7.5,high
B,maven,com.amazonaws:aws-java-sdk,1.12.318,com.fasterxml.jackson.core:jackson-databind,2.12.6.1,compile,GHSA-rgv9-q543-rqg4,CVE-2022-42004,2,3.1,7.5,high
B,maven,org.apache.camel:camel-snakeyaml,3.18.2,org.yaml:snakeyaml,1.31,compile,GHSA-9w3m-gqgf-c4p9,CVE-2022-38752,1,3.1,6.5,medium
B,maven,org.apache.camel:camel-snakeyaml,3.14.5,org.yaml:snakeyaml,1.29,compile,GHSA-3mc7-4q67-w48m,CVE-2022-25857,1,3.1,7.5,high
B,maven,org.apache.camel:camel-snakeyaml,3.14.5,org.yaml:snakeyaml,1.29,compile,GHSA-98wm-3w3q-mw94,CVE-2022-38751,1,3.1,6.5,medium
